 EQUATION NUMBER
 ---------------------
     node   dof    eqn
    4          1.928E-01 -6.787E-02 -6.341E-01
 
 STRESS of ELEMENT :   67
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.071E-01 -3.268E-02 -4.691E-01
    2          1.353E-01 -5.419E-02 -4.740E-01
    3          2.029E-01 -4.657E-02 -4.942E-01
    4          1.312E-01 -6.808E-02 -4.991E-01
 
 STRESS of ELEMENT :   68
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.247E-01 -4.003E-02 -3.452E-01
    2          8.017E-02 -5.339E-02 -3.488E-01
    3          1.216E-01 -5.027E-02 -3.608E-01
    4          7.710E-02 -6.363E-02 -3.644E-01
 
 STRESS of ELEMENT :   69
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.630E-02 -6.313E-02 -2.213E-01
    2          3.235E-02 -7.032E-02 -2.196E-01
    3          5.775E-02 -5.831E-02 -2.297E-01
    4          3.379E-02 -6.550E-02 -2.280E-01
 
 STRESS of ELEMENT :   70
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.043E-02 -1.309E-01 -8.780E-02
    2         -4.243E-03 -1.353E-01 -7.305E-02
    3          2.307E-02 -8.873E-02 -9.293E-02
    4          8.395E-03 -9.314E-02 -7.819E-02
 
 STRESS of ELEMENT :   71
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.094E+00  3.234E-01 -9.163E-01
    2          8.043E-01  2.365E-01 -9.150E-01
    3          1.095E+00  3.272E-01 -1.018E+00
    4          8.054E-01  2.403E-01 -1.016E+00
 
 STRESS of ELEMENT :   72
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.039E+00  2.058E-01 -9.297E-01
    2          7.573E-01  1.215E-01 -9.016E-01
    3          1.063E+00  2.860E-01 -1.028E+00
    4          7.814E-01  2.017E-01 -1.000E+00
 
 STRESS of ELEMENT :   73
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          9.518E-01  8.662E-02 -8.423E-01
    2          6.964E-01  9.997E-03 -8.236E-01
    3          9.678E-01  1.401E-01 -9.317E-01
    4          7.124E-01  6.347E-02 -9.130E-01
 
 STRESS of ELEMENT :   74
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.771E-01  9.410E-03 -7.184E-01
    2          5.955E-01 -4.506E-02 -7.164E-01
    3          7.788E-01  1.504E-02 -7.819E-01
    4          5.972E-01 -3.943E-02 -7.800E-01
 
 STRESS of ELEMENT :   75
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.936E-01 -3.004E-02 -6.003E-01
    2          4.710E-01 -6.680E-02 -6.052E-01
    3          5.893E-01 -4.411E-02 -6.432E-01
    4          4.668E-01 -8.086E-02 -6.481E-01
 
 STRESS of ELEMENT :   76
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.266E-01 -4.790E-02 -4.869E-01
    2          3.476E-01 -7.159E-02 -4.947E-01
    3          4.199E-01 -7.007E-02 -5.145E-01
    4          3.409E-01 -9.376E-02 -5.223E-01
 
 STRESS of ELEMENT :   77
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.843E-01 -5.451E-02 -3.758E-01
    2          2.361E-01 -6.897E-02 -3.839E-01
    3          2.774E-01 -7.758E-02 -3.927E-01
    4          2.292E-01 -9.204E-02 -4.008E-01
 
 STRESS of ELEMENT :   78
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.671E-01 -6.025E-02 -2.664E-01
    2          1.401E-01 -6.836E-02 -2.726E-01
    3          1.619E-01 -7.774E-02 -2.759E-01
    4          1.348E-01 -8.585E-02 -2.820E-01
 
 STRESS of ELEMENT :   79
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.328E-02 -8.502E-02 -1.615E-01
    2          6.076E-02 -8.878E-02 -1.608E-01
    3          7.387E-02 -8.305E-02 -1.658E-01
    4          6.135E-02 -8.681E-02 -1.651E-01
 
 STRESS of ELEMENT :   80
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.454E-03 -1.719E-01 -6.389E-02
    2          4.066E-03 -1.732E-01 -4.508E-02
    3          2.458E-02 -1.182E-01 -6.542E-02
    4          2.019E-02 -1.195E-01 -4.661E-02
 
 STRESS of ELEMENT :   81
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.782E+00  4.342E-01 -8.791E-01
    2          1.333E+00  2.994E-01 -8.508E-01
    3          1.806E+00  5.150E-01 -1.036E+00
    4          1.357E+00  3.802E-01 -1.008E+00
 
 STRESS of ELEMENT :   82
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.729E+00  2.168E-01 -8.165E-01
    2          1.252E+00  7.361E-02 -7.674E-01
    3          1.771E+00  3.572E-01 -9.836E-01
    4          1.294E+00  2.140E-01 -9.344E-01
 
 STRESS of ELEMENT :   83
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.354E+00  6.339E-02 -6.287E-01
    2          1.093E+00 -1.483E-02 -6.303E-01
    3          1.353E+00  5.871E-02 -7.199E-01
    4          1.092E+00 -1.950E-02 -7.216E-01
 
 STRESS of ELEMENT :   84
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.009E+00 -4.593E-03 -5.064E-01
    2          8.677E-01 -4.699E-02 -5.159E-01
    3          1.001E+00 -3.190E-02 -5.558E-01
    4          8.595E-01 -7.430E-02 -5.654E-01
 
 STRESS of ELEMENT :   85
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.203E-01 -3.738E-02 -4.114E-01
    2          6.494E-01 -5.866E-02 -4.240E-01
    3          7.096E-01 -7.336E-02 -4.363E-01
    4          6.386E-01 -9.464E-02 -4.488E-01
 
 STRESS of ELEMENT :   86
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.862E-01 -5.261E-02 -3.286E-01
    2          4.583E-01 -6.100E-02 -3.408E-01
    3          4.758E-01 -8.722E-02 -3.384E-01
    4          4.479E-01 -9.561E-02 -3.505E-01
 
 STRESS of ELEMENT :   87
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.023E-01 -5.889E-02 -2.480E-01
    2          2.997E-01 -5.966E-02 -2.585E-01
    3          2.933E-01 -8.895E-02 -2.489E-01
    4          2.907E-01 -8.972E-02 -2.594E-01
 
 STRESS of ELEMENT :   88
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.647E-01 -6.247E-02 -1.660E-01
    2          1.734E-01 -5.987E-02 -1.738E-01
    3          1.580E-01 -8.475E-02 -1.629E-01
    4          1.667E-01 -8.214E-02 -1.707E-01
 
 STRESS of ELEMENT :   89
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.717E-02 -7.770E-02 -8.694E-02
    2          7.721E-02 -7.469E-02 -8.880E-02
    3          6.558E-02 -8.301E-02 -8.343E-02
    4          7.561E-02 -8.000E-02 -8.529E-02
 
 STRESS of ELEMENT :   90
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.100E-03 -1.485E-01 -2.965E-02
    2          1.404E-02 -1.449E-01 -1.472E-02
    3          1.490E-02 -1.058E-01 -2.547E-02
    4          2.684E-02 -1.022E-01 -1.054E-02
 
 STRESS of ELEMENT :   91
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.564E+00  5.113E-01 -7.001E-01
    2          2.270E+00  1.231E-01 -5.430E-01
    3          3.698E+00  9.600E-01 -1.153E+00
    4          2.404E+00  5.718E-01 -9.960E-01
 
 STRESS of ELEMENT :   92
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.287E+00  1.351E-01 -3.275E-01
    2          1.946E+00  3.278E-02 -3.714E-01
    3          2.250E+00  9.514E-03 -4.469E-01
    4          1.909E+00 -9.282E-02 -4.908E-01
 
 STRESS of ELEMENT :   93
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.575E+00  4.659E-02 -2.376E-01
    2          1.463E+00  1.292E-02 -2.610E-01
    3          1.555E+00 -2.040E-02 -2.768E-01
    4          1.443E+00 -5.408E-02 -3.003E-01
 
 STRESS of ELEMENT :   94
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.096E+00  9.767E-03 -1.848E-01
    2          1.067E+00  1.273E-03 -2.087E-01
    3          1.075E+00 -5.843E-02 -1.947E-01
    4          1.047E+00 -6.692E-02 -2.186E-01
 
 STRESS of ELEMENT :   95
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.277E-01 -8.897E-03 -1.528E-01
    2          7.477E-01 -2.906E-03 -1.722E-01
    3          7.110E-01 -6.440E-02 -1.458E-01
    4          7.310E-01 -5.841E-02 -1.652E-01
 
 STRESS of ELEMENT :   96
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.395E-01 -2.086E-02 -1.254E-01
    2          4.922E-01 -5.030E-03 -1.412E-01
    3          4.260E-01 -6.592E-02 -1.069E-01
    4          4.787E-01 -5.010E-02 -1.227E-01
 
 STRESS of ELEMENT :   97
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.212E-01 -2.909E-02 -9.717E-02
    2          2.943E-01 -7.142E-03 -1.091E-01
    3          2.110E-01 -6.307E-02 -7.157E-02
    4          2.841E-01 -4.113E-02 -8.347E-02
 
 STRESS of ELEMENT :   98
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.379E-02 -3.470E-02 -6.451E-02
    2          1.513E-01 -1.145E-02 -7.219E-02
    3          6.721E-02 -5.665E-02 -3.739E-02
    4          1.447E-01 -3.340E-02 -4.507E-02
 
 STRESS of ELEMENT :   99
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.333E-04 -4.061E-02 -2.742E-02
    2          6.040E-02 -2.265E-02 -2.989E-02
    3         -1.579E-03 -4.765E-02 -6.468E-03
    4          5.829E-02 -2.969E-02 -8.932E-03
 
 STRESS of ELEMENT :  100
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.166E-02 -6.215E-02 -1.822E-03
    2          1.705E-02 -5.354E-02  3.873E-03
    3         -6.774E-03 -4.588E-02  8.225E-03
    4          2.193E-02 -3.727E-02  1.392E-02
 
